,Date,Home,Away,DidHomeWin
4658,2016-02-10,Orlando,San Antonio,False
4659,2016-02-10,Philadelphia,Sacramento,False
4660,2016-02-10,Boston,LA Clippers,True
4661,2016-02-10,Brooklyn,Memphis,False
4662,2016-02-10,Detroit,Denver,False
4663,2016-02-10,Chicago,Atlanta,False
4664,2016-02-10,Cleveland,LA Lakers,True
4665,2016-02-10,Minnesota,Toronto,True
4666,2016-02-10,New Orleans,Utah,True
4667,2016-02-10,Phoenix,Golden State,False
4668,2016-02-10,Portland,Houston,True
4669,2016-02-11,Milwaukee,Washington,True
4670,2016-02-11,Okla City,New Orleans,True
4671,2016-02-18,Washington,Utah,True
4672,2016-02-18,Cleveland,Chicago,True
4673,2016-02-18,LA Clippers,San Antonio,True
4674,2016-02-19,Orlando,Dallas,True
4675,2016-02-19,Washington,Detroit,True
4676,2016-02-19,Brooklyn,New York,True
4677,2016-02-19,Atlanta,Miami,False
4678,2016-02-19,Chicago,Toronto,True
4679,2016-02-19,Memphis,Minnesota,True
4680,2016-02-19,Milwaukee,Charlotte,False
4681,2016-02-19,New Orleans,Philadelphia,True
4682,2016-02-19,Okla City,Indiana,False
4683,2016-02-19,Phoenix,Houston,False
4684,2016-02-19,Portland,Golden State,True
4685,2016-02-19,Sacramento,Denver,True
4686,2016-02-19,LA Lakers,San Antonio,False
4687,2016-02-19,Utah,Boston,True
4688,2016-02-20,Atlanta,Milwaukee,False
4689,2016-02-20,Miami,Washington,True
4690,2016-02-20,Minnesota,New York,False
4691,2016-02-20,LA Clippers,Golden State,False
4692,2016-02-21,Detroit,New Orleans,False
4693,2016-02-21,Okla City,Cleveland,False
4694,2016-02-21,Denver,Boston,False
4695,2016-02-21,Phoenix,San Antonio,False
4696,2016-02-21,Brooklyn,Charlotte,False
4697,2016-02-21,Orlando,Indiana,False
4698,2016-02-21,Toronto,Memphis,True
4699,2016-02-21,Dallas,Philadelphia,True
4700,2016-02-21,Chicago,LA Lakers,True
4701,2016-02-21,Portland,Utah,True
4702,2016-02-22,Cleveland,Detroit,False
4703,2016-02-22,Miami,Indiana,True
4704,2016-02-22,New York,Toronto,False
4705,2016-02-22,Atlanta,Golden State,False
4706,2016-02-22,Milwaukee,LA Lakers,True
4707,2016-02-22,Minnesota,Boston,True
4708,2016-02-22,LA Clippers,Phoenix,True
4709,2016-02-23,Philadelphia,Orlando,False
4710,2016-02-23,Washington,New Orleans,True
4711,2016-02-23,Denver,Sacramento,False
4712,2016-02-23,Utah,Houston,True
4713,2016-02-23,Portland,Brooklyn,True
4714,2016-02-24,Cleveland,Charlotte,True
4715,2016-02-24,Indiana,New York,True
4716,2016-02-24,Detroit,Philadelphia,True
4717,2016-02-24,Miami,Golden State,False
4718,2016-02-24,Toronto,Minnesota,True
4719,2016-02-24,Chicago,Washington,True
4720,2016-02-24,Memphis,LA Lakers,True
4721,2016-02-24,Dallas,Okla City,False
4722,2016-02-24,LA Clippers,Denver,False
4723,2016-02-24,Sacramento,San Antonio,False
4724,2016-02-25,Orlando,Golden State,False
4725,2016-02-25,Boston,Milwaukee,True
4726,2016-02-25,New Orleans,Okla City,True
4727,2016-02-25,Phoenix,Brooklyn,False
4728,2016-02-25,Portland,Houston,False
4729,2016-02-25,Utah,San Antonio,False
4730,2016-02-26,Indiana,Charlotte,False
4731,2016-02-26,Philadelphia,Washington,False
4732,2016-02-26,New York,Orlando,True
4733,2016-02-26,Toronto,Cleveland,True
4734,2016-02-26,Atlanta,Chicago,True
4735,2016-02-26,Dallas,Denver,True
4736,2016-02-26,Sacramento,LA Clippers,False
4737,2016-02-26,LA Lakers,Memphis,False
4738,2016-02-27,Boston,Miami,True
4739,2016-02-27,New Orleans,Minnesota,False
4740,2016-02-27,Chicago,Portland,False
4741,2016-02-27,Houston,San Antonio,False
4742,2016-02-27,Milwaukee,Detroit,False
4743,2016-02-27,Okla City,Golden State,False
4744,2016-02-27,Phoenix,Memphis,True
4745,2016-02-27,Utah,Brooklyn,False
4746,2016-02-28,Washington,Cleveland,True
4747,2016-02-28,Atlanta,Charlotte,True
4748,2016-02-28,Detroit,Toronto,True
4749,2016-02-28,Indiana,Portland,False
4750,2016-02-28,Orlando,Philadelphia,True
4751,2016-02-28,Dallas,Minnesota,True
4752,2016-02-28,New York,Miami,False
4753,2016-02-29,Cleveland,Indiana,True
4754,2016-02-29,Washington,Philadelphia,True
4755,2016-02-29,Boston,Utah,True
4756,2016-02-29,Milwaukee,Houston,True
4757,2016-02-29,Denver,Memphis,False
4758,2016-02-29,Sacramento,Okla City,False
4759,2016-02-29,LA Clippers,Brooklyn,True
4760,2019-02-01,Charlotte,Memphis,True
4761,2019-02-01,New York,Boston,False
4762,2019-02-01,Miami,Okla City,False
4763,2019-02-01,Utah,Atlanta,True
4764,2019-02-01,Denver,Houston,True
4765,2019-02-02,Detroit,LA Clippers,False
4766,2019-02-02,Charlotte,Chicago,True
4767,2019-02-02,Orlando,Brooklyn,True
4768,2019-02-02,Washington,Milwaukee,False
4769,2019-02-02,Cleveland,Dallas,False
4770,2019-02-02,Miami,Indiana,False
4771,2019-02-02,Golden State,LA Lakers,True
4772,2019-02-02,San Antonio,New Orleans,True
4773,2019-02-02,Minnesota,Denver,False
4774,2019-02-02,Phoenix,Atlanta,False
4775,2019-02-02,Utah,Houston,False
4776,2019-02-02,Sacramento,Philadelphia,True
4777,2019-02-03,New York,Memphis,False
4778,2019-02-03,Boston,Okla City,True
4779,2019-02-03,Toronto,LA Clippers,True
4780,2019-02-04,Detroit,Denver,True
4781,2019-02-04,Washington,Atlanta,False
4782,2019-02-04,Brooklyn,Milwaukee,False
4783,2019-02-04,New Orleans,Indiana,False
4784,2019-02-04,Phoenix,Houston,False
4785,2019-02-04,Sacramento,San Antonio,True
4786,2019-02-05,Charlotte,LA Clippers,False
4787,2019-02-05,Cleveland,Boston,False
4788,2019-02-05,Indiana,LA Lakers,True
4789,2019-02-05,New York,Detroit,False
4790,2019-02-05,Memphis,Minnesota,True
4791,2019-02-05,Okla City,Orlando,True
4792,2019-02-05,Philadelphia,Toronto,False
4793,2019-02-05,Portland,Miami,False
4794,2019-02-06,Brooklyn,Denver,True
4795,2019-02-06,Chicago,New Orleans,False
4796,2019-02-06,Milwaukee,Washington,True
4797,2019-02-06,Dallas,Charlotte,True
4798,2019-02-06,Utah,Phoenix,True
4799,2019-02-06,Sacramento,Houston,False
4800,2019-02-06,Golden State,San Antonio,True
4801,2019-02-07,Indiana,LA Clippers,True
4802,2019-02-07,Orlando,Minnesota,True
4803,2019-02-07,Atlanta,Toronto,False
4804,2019-02-07,Boston,LA Lakers,False
4805,2019-02-07,Okla City,Memphis,True
4806,2019-02-07,Portland,San Antonio,True
4807,2019-02-08,Detroit,New York,True
4808,2019-02-08,Philadelphia,Denver,True
4809,2019-02-08,Washington,Cleveland,True
4810,2019-02-08,Brooklyn,Chicago,False
4811,2019-02-08,Dallas,Milwaukee,False
4812,2019-02-08,Phoenix,Golden State,False
4813,2019-02-08,New Orleans,Minnesota,True
4814,2019-02-08,Sacramento,Miami,True
4815,2019-02-09,Utah,San Antonio,True
4816,2019-02-09,Indiana,Cleveland,True
4817,2019-02-09,Atlanta,Charlotte,False
4818,2019-02-09,New York,Toronto,False
4819,2019-02-09,Boston,LA Clippers,False
4820,2019-02-09,Chicago,Washington,False
4821,2019-02-09,Memphis,New Orleans,True
4822,2019-02-09,Houston,Okla City,False
4823,2019-02-09,Milwaukee,Orlando,False
4824,2019-02-10,Dallas,Portland,True
4825,2019-02-10,Philadelphia,LA Lakers,True
4826,2019-02-10,Sacramento,Phoenix,True
4827,2019-02-10,Atlanta,Orlando,False
4828,2019-02-10,Golden State,Miami,True
4829,2019-02-11,Cleveland,New York,True
4830,2019-02-11,Detroit,Washington,True
4831,2019-02-11,Indiana,Charlotte,True
4832,2019-02-11,Toronto,Brooklyn,True
4833,2019-02-11,Chicago,Milwaukee,False
4834,2019-02-11,Houston,Dallas,True
4835,2019-02-11,Minnesota,LA Clippers,True
4836,2019-02-11,Okla City,Portland,True
4837,2019-02-11,Denver,Miami,True
4838,2019-02-12,Atlanta,LA Lakers,True
4839,2019-02-12,Memphis,San Antonio,False
4840,2019-02-12,New Orleans,Orlando,False
4841,2019-02-12,Philadelphia,Boston,False
4842,2019-02-12,Golden State,Utah,True
4843,2019-02-13,Cleveland,Brooklyn,False
4844,2019-02-13,Indiana,Milwaukee,False
4845,2019-02-13,Boston,Detroit,True
4846,2019-02-13,New York,Philadelphia,False
4847,2019-02-13,Toronto,Washington,True
4848,2019-02-13,Chicago,Memphis,True
4849,2019-02-13,Minnesota,Houston,True
4850,2019-02-13,Dallas,Miami,False
4851,2019-02-13,Denver,Sacramento,True
4852,2019-02-13,LA Clippers,Phoenix,True
4853,2019-02-13,Portland,Golden State,True
4854,2019-02-14,Orlando,Charlotte,True
4855,2019-02-14,Atlanta,New York,False
4856,2019-02-14,New Orleans,Okla City,True
4857,2019-02-21,Cleveland,Phoenix,True
4858,2019-02-21,Philadelphia,Miami,True
4859,2019-02-21,Brooklyn,Portland,False
4860,2019-02-21,Milwaukee,Boston,True
4861,2019-02-21,Golden State,Sacramento,True
4862,2019-02-21,LA Lakers,Houston,True
4863,2019-02-22,Charlotte,Washington,True
4864,2019-02-22,Indiana,New Orleans,True
4865,2019-02-22,Orlando,Chicago,False
4866,2019-02-22,Toronto,San Antonio,True
4867,2019-02-22,Atlanta,Detroit,False
4868,2019-02-22,New York,Minnesota,False
4869,2019-02-22,Memphis,LA Clippers,False
4870,2019-02-22,Dallas,Denver,False
4871,2019-02-22,Okla City,Utah,True
4872,2019-02-23,Philadelphia,Portland,False
4873,2019-02-23,Atlanta,Phoenix,True
4874,2019-02-23,Charlotte,Brooklyn,False
4875,2019-02-23,Cleveland,Memphis,True
4876,2019-02-23,New Orleans,LA Lakers,True
4877,2019-02-23,Washington,Indiana,False
4878,2019-02-23,Miami,Detroit,False
4879,2019-02-23,Chicago,Boston,True
4880,2019-02-23,Okla City,Sacramento,False
4881,2019-02-23,Golden State,Houston,False
4882,2019-02-23,Milwaukee,Minnesota,True
4883,2019-02-23,Utah,Dallas,True
4884,2019-02-24,Toronto,Orlando,False
4885,2019-02-24,Denver,LA Clippers,True
4886,2019-02-24,New York,San Antonio,True
4887,2019-02-25,Charlotte,Golden State,False
4888,2019-02-25,Cleveland,Portland,False
4889,2019-02-25,Detroit,Indiana,True
4890,2019-02-25,Brooklyn,San Antonio,True
4891,2019-02-25,Miami,Phoenix,False
4892,2019-02-25,Chicago,Milwaukee,False
4893,2019-02-25,Houston,Atlanta,True
4894,2019-02-25,Memphis,LA Lakers,True
4895,2019-02-25,Minnesota,Sacramento,True
4896,2019-02-25,New Orleans,Philadelphia,False
4897,2019-02-25,LA Clippers,Dallas,True
4898,2019-02-26,New York,Orlando,True
4899,2019-02-26,Toronto,Boston,True
4900,2019-02-26,Denver,Okla City,True
4901,2019-02-27,Charlotte,Houston,False
4902,2019-02-27,Atlanta,Minnesota,True
4903,2019-02-27,Brooklyn,Washington,False
4904,2019-02-27,Miami,Golden State,True
4905,2019-02-27,Boston,Portland,False
4906,2019-02-27,Memphis,Chicago,False
4907,2019-02-27,Dallas,Indiana,True
4908,2019-02-27,San Antonio,Detroit,True
4909,2019-02-27,Utah,LA Clippers,True
4910,2019-02-27,Sacramento,Milwaukee,False
4911,2019-02-27,LA Lakers,New Orleans,True
4912,2019-02-28,Indiana,Minnesota,True
4913,2019-02-28,Orlando,Golden State,True
4914,2019-02-28,New York,Cleveland,False
4915,2019-02-28,Houston,Miami,True
4916,2019-02-28,Okla City,Philadelphia,False
4917,2019-02-28,Denver,Utah,False
4918,2020-03-01,Charlotte,Milwaukee,False
4919,2020-03-01,LA Clippers,Philadelphia,True
4920,2020-03-01,Minnesota,Dallas,False
4921,2020-03-01,Denver,Toronto,True
4922,2020-03-01,Sacramento,Detroit,True
4923,2020-03-01,New Orleans,LA Lakers,False
4924,2020-03-01,Golden State,Washington,False
4925,2020-03-02,Cleveland,Utah,False
4926,2020-03-02,New York,Houston,True
4927,2020-03-02,Orlando,Portland,False
4928,2020-03-02,Atlanta,Memphis,False
4929,2020-03-02,Miami,Milwaukee,True
4930,2020-03-02,Chicago,Dallas,True
4931,2020-03-02,San Antonio,Indiana,False
4932,2020-03-03,Charlotte,San Antonio,False
4933,2020-03-03,Boston,Brooklyn,False
4934,2020-03-03,New Orleans,Minnesota,False
4935,2020-03-03,Okla City,LA Clippers,False
4936,2020-03-03,Denver,Golden State,False
4937,2020-03-03,Phoenix,Toronto,False
4938,2020-03-03,LA Lakers,Philadelphia,True
4939,2020-03-03,Sacramento,Washington,True
4940,2020-03-04,Cleveland,Boston,False
4941,2020-03-04,Detroit,Okla City,False
4942,2020-03-04,Milwaukee,Indiana,True
4943,2020-03-04,Brooklyn,Memphis,False
4944,2020-03-04,New York,Utah,False
4945,2020-03-04,Miami,Orlando,True
4946,2020-03-04,Minnesota,Chicago,True
4947,2020-03-04,Dallas,New Orleans,True
4948,2020-03-04,Portland,Washington,True
4949,2020-03-05,Charlotte,Denver,False
4950,2020-03-05,Houston,LA Clippers,False
4951,2020-03-05,Sacramento,Philadelphia,False
4952,2020-03-05,Golden State,Toronto,False
4953,2020-03-06,Washington,Atlanta,True
4954,2020-03-06,Brooklyn,San Antonio,True
4955,2020-03-06,New York,Okla City,False
4956,2020-03-06,Chicago,Indiana,False
4957,2020-03-06,Minnesota,Orlando,False
4958,2020-03-06,New Orleans,Miami,True
4959,2020-03-06,Boston,Utah,False
4960,2020-03-06,Dallas,Memphis,True
4961,2020-03-06,Phoenix,Portland,True
4962,2020-03-06,LA Lakers,Milwaukee,True
4963,2020-03-07,Charlotte,Houston,True
4964,2020-03-07,Detroit,Utah,False
4965,2020-03-07,Cleveland,Denver,True
4966,2020-03-07,Memphis,Atlanta,True
4967,2020-03-07,Golden State,Philadelphia,True
4968,2020-03-07,Portland,Sacramento,False
4969,2020-03-08,Brooklyn,Chicago,True
4970,2020-03-08,Minnesota,New Orleans,False
4971,2020-03-08,LA Clippers,LA Lakers,False
4972,2020-03-08,Boston,Okla City,False
4973,2020-03-08,Phoenix,Milwaukee,True
4974,2020-03-08,Washington,Miami,False
4975,2020-03-08,Dallas,Indiana,False
4976,2020-03-08,Houston,Orlando,False
4977,2020-03-08,New York,Detroit,True
4978,2020-03-08,Cleveland,San Antonio,True
4979,2020-03-08,Sacramento,Toronto,False
4980,2020-03-09,Atlanta,Charlotte,True
4981,2020-03-09,Denver,Milwaukee,True
4982,2020-03-09,Utah,Toronto,False
4983,2020-03-10,Washington,New York,True
4984,2020-03-10,Indiana,Boston,False
4985,2020-03-10,Houston,Minnesota,True
4986,2020-03-10,San Antonio,Dallas,True
4987,2020-03-10,Memphis,Orlando,False
4988,2020-03-10,Chicago,Cleveland,True
4989,2020-03-10,Portland,Phoenix,True
4990,2020-03-10,LA Lakers,Brooklyn,False
4991,2020-03-10,Golden State,LA Clippers,False
4992,2020-03-11,Philadelphia,Detroit,True
4993,2020-03-11,Atlanta,New York,False
4994,2020-03-11,Miami,Charlotte,False
4995,2020-03-11,Dallas,Denver,True
4996,2017-02-01,Cleveland,Minnesota,True
4997,2017-02-01,Orlando,Indiana,False
4998,2017-02-01,Boston,Toronto,True
4999,2017-02-01,Brooklyn,New York,False
5000,2017-02-01,Detroit,New Orleans,True
5001,2017-02-01,Miami,Atlanta,True
5002,2017-02-01,Dallas,Philadelphia,True
5003,2017-02-01,Denver,Memphis,False
5004,2017-02-01,Phoenix,LA Clippers,False
5005,2017-02-01,Utah,Milwaukee,True
5006,2017-02-01,Okla City,Chicago,False
5007,2017-02-01,Golden State,Charlotte,True
5008,2017-02-02,Washington,LA Lakers,True
5009,2017-02-02,Houston,Atlanta,False
5010,2017-02-02,San Antonio,Philadelphia,True
5011,2017-02-02,LA Clippers,Golden State,False
5012,2017-02-03,Orlando,Toronto,True
5013,2017-02-03,Brooklyn,Indiana,False
5014,2017-02-03,Detroit,Minnesota,True
5015,2017-02-03,Boston,LA Lakers,True
5016,2017-02-03,Houston,Chicago,True
5017,2017-02-03,Okla City,Memphis,True
5018,2017-02-03,Denver,Milwaukee,True
5019,2017-02-03,Portland,Dallas,False
5020,2017-02-03,Sacramento,Phoenix,False
5021,2017-02-04,Atlanta,Orlando,True
5022,2017-02-04,Indiana,Detroit,True
5023,2017-02-04,Washington,New Orleans,True
5024,2017-02-04,Miami,Philadelphia,True
5025,2017-02-04,New York,Cleveland,False
5026,2017-02-04,Minnesota,Memphis,False
5027,2017-02-04,Phoenix,Milwaukee,False
5028,2017-02-04,San Antonio,Denver,True
5029,2017-02-04,Utah,Charlotte,True
5030,2017-02-04,Sacramento,Golden State,True
5031,2017-02-05,Brooklyn,Toronto,False
5032,2017-02-05,Boston,LA Clippers,True
5033,2017-02-05,Okla City,Portland,True
5034,2017-02-06,Indiana,Okla City,True
5035,2017-02-06,New York,LA Lakers,False
5036,2017-02-06,Washington,Cleveland,False
5037,2017-02-06,Atlanta,Utah,False
5038,2017-02-06,Detroit,Philadelphia,True
5039,2017-02-06,Toronto,LA Clippers,True
5040,2017-02-06,Minnesota,Miami,False
5041,2017-02-06,New Orleans,Phoenix,True
5042,2017-02-06,Denver,Dallas,True
5043,2017-02-06,Memphis,San Antonio,True
5044,2017-02-06,Sacramento,Chicago,False
5045,2017-02-07,Charlotte,Brooklyn,True
5046,2017-02-07,Houston,Orlando,True
5047,2017-02-07,Dallas,Portland,False
5048,2017-02-08,Indiana,Cleveland,False
5049,2017-02-08,Philadelphia,San Antonio,False
5050,2017-02-08,Atlanta,Denver,True
5051,2017-02-08,Brooklyn,Washington,False
5052,2017-02-08,Detroit,LA Lakers,True
5053,2017-02-08,Memphis,Phoenix,True
5054,2017-02-08,Milwaukee,Miami,False
5055,2017-02-08,Minnesota,Toronto,True
5056,2017-02-08,New Orleans,Utah,False
5057,2017-02-08,New York,LA Clippers,False
5058,2017-02-08,Golden State,Chicago,True
5059,2017-02-08,Sacramento,Boston,True
5060,2017-02-09,Charlotte,Houston,False
5061,2017-02-09,Orlando,Philadelphia,False
5062,2017-02-09,Okla City,Cleveland,True
5063,2017-02-09,Dallas,Utah,True
5064,2017-02-09,Portland,Boston,False
5065,2017-02-10,Brooklyn,Miami,False
5066,2017-02-10,Detroit,San Antonio,False
5067,2017-02-10,New York,Denver,False
5068,2017-02-10,Memphis,Golden State,False
5069,2017-02-10,Milwaukee,LA Lakers,False
5070,2017-02-10,Minnesota,New Orleans,False
5071,2017-02-10,Washington,Indiana,True
5072,2017-02-10,Phoenix,Chicago,True
5073,2017-02-10,Sacramento,Atlanta,True
5074,2017-02-11,Charlotte,LA Clippers,False
5075,2017-02-11,Indiana,Milwaukee,False
5076,2017-02-11,Cleveland,Denver,True
5077,2017-02-11,Philadelphia,Miami,True
5078,2017-02-11,Okla City,Golden State,False
5079,2017-02-11,Dallas,Orlando,True
5080,2017-02-11,Houston,Phoenix,True
5081,2017-02-11,Utah,Boston,False
5082,2017-02-12,Minnesota,Chicago,True
5083,2017-02-12,New York,San Antonio,True
5084,2017-02-12,Toronto,Detroit,False
5085,2017-02-12,Sacramento,New Orleans,True
5086,2017-02-13,Charlotte,Philadelphia,False
5087,2017-02-13,Indiana,San Antonio,False
5088,2017-02-13,Brooklyn,Memphis,False
5089,2017-02-13,Miami,Orlando,False
5090,2017-02-13,Milwaukee,Detroit,True
5091,2017-02-13,Washington,Okla City,True
5092,2017-02-13,Dallas,Boston,False
5093,2017-02-13,Denver,Golden State,True
5094,2017-02-13,Phoenix,New Orleans,False
5095,2017-02-13,Utah,LA Clippers,False
5096,2017-02-13,Portland,Atlanta,False
5097,2017-02-14,Chicago,Toronto,True
5098,2017-02-14,Minnesota,Cleveland,False
5099,2017-02-14,LA Lakers,Sacramento,False
5100,2017-02-15,Cleveland,Indiana,True
5101,2017-02-15,Orlando,San Antonio,False
5102,2017-02-15,Boston,Philadelphia,True
5103,2017-02-15,Brooklyn,Milwaukee,False
5104,2017-02-15,Detroit,Dallas,True
5105,2017-02-15,Toronto,Charlotte,True
5106,2017-02-15,Houston,Miami,False
5107,2017-02-15,Memphis,New Orleans,False
5108,2017-02-15,Denver,Minnesota,False
5109,2017-02-15,Phoenix,LA Lakers,True
5110,2017-02-15,Utah,Portland,True
5111,2017-02-15,Okla City,New York,True
5112,2017-02-15,Golden State,Sacramento,True
5113,2017-02-15,LA Clippers,Atlanta,True
5114,2017-02-16,Indiana,Washington,False
5115,2017-02-16,Chicago,Boston,True
5116,2017-02-23,Orlando,Portland,False
5117,2017-02-23,Detroit,Charlotte,True
5118,2017-02-23,Cleveland,New York,True
5119,2017-02-23,New Orleans,Houston,False
5120,2017-02-23,Golden State,LA Clippers,True
5121,2017-02-23,Sacramento,Denver,True
5122,2017-02-24,Indiana,Memphis,True
5123,2017-02-24,Philadelphia,Washington,True
5124,2017-02-24,Atlanta,Miami,False
5125,2017-02-24,Chicago,Phoenix,True
5126,2017-02-24,Milwaukee,Utah,False
5127,2017-02-24,Minnesota,Dallas,True
5128,2017-02-24,Okla City,LA Lakers,True
5129,2017-02-24,Toronto,Boston,True
5130,2017-02-24,Denver,Brooklyn,True
5131,2017-02-24,LA Clippers,San Antonio,False
5132,2017-02-25,Sacramento,Charlotte,False
5133,2017-02-25,Orlando,Atlanta,True
5134,2017-02-25,New York,Philadelphia,True
5135,2017-02-25,Miami,Indiana,True
5136,2017-02-25,Cleveland,Chicago,False
5137,2017-02-25,Dallas,New Orleans,True
5138,2017-02-25,Houston,Minnesota,True
5139,2017-02-25,Golden State,Brooklyn,True
5140,2017-02-26,LA Lakers,San Antonio,False
5141,2017-02-26,Milwaukee,Phoenix,True
5142,2017-02-26,Denver,Memphis,False
5143,2017-02-26,Washington,Utah,False
5144,2017-02-26,Detroit,Boston,False
5145,2017-02-26,Toronto,Portland,True
5146,2017-02-26,Okla City,New Orleans,True
5147,2017-02-26,LA Clippers,Charlotte,True
5148,2017-02-27,Cleveland,Milwaukee,True
5149,2017-02-27,New York,Toronto,False
5150,2017-02-27,Philadelphia,Golden State,False
5151,2017-02-27,Boston,Atlanta,False
5152,2017-02-27,Dallas,Miami,True
5153,2017-02-27,Houston,Indiana,False
5154,2017-02-27,Sacramento,Minnesota,False
5155,2017-02-28,Washington,Golden State,True
5156,2017-02-28,Detroit,Portland,True
5157,2017-02-28,Chicago,Denver,False
5158,2017-02-28,Memphis,Phoenix,True
5159,2017-02-28,Okla City,Utah,True
5160,2017-02-28,LA Lakers,Charlotte,False
5161,2018-02-01,Detroit,Memphis,True
5162,2018-02-01,Washington,Toronto,True
5163,2018-02-01,Minnesota,Milwaukee,True
5164,2018-02-01,San Antonio,Houston,False
5165,2018-02-01,Denver,Okla City,True
5166,2018-02-02,Charlotte,Indiana,True
5167,2018-02-02,Boston,Atlanta,True
5168,2018-02-02,Brooklyn,LA Lakers,False
5169,2018-02-02,Toronto,Portland,True
5170,2018-02-02,Milwaukee,New York,True
5171,2018-02-02,Philadelphia,Miami,True
5172,2018-02-02,Okla City,New Orleans,False
5173,2018-02-02,Phoenix,Utah,False
5174,2018-02-02,Sacramento,Golden State,False
5175,2018-02-03,LA Clippers,Chicago,True
5176,2018-02-03,Detroit,Miami,True
5177,2018-02-03,Indiana,Philadelphia,True
5178,2018-02-03,Orlando,Washington,False
5179,2018-02-03,Cleveland,Houston,False
5180,2018-02-03,Denver,Golden State,True
5181,2018-02-03,Minnesota,New Orleans,True
5182,2018-02-03,San Antonio,Utah,False
5183,2018-02-03,Sacramento,Dallas,False
5184,2018-02-04,Boston,Portland,True
5185,2018-02-04,Brooklyn,Milwaukee,False
5186,2018-02-04,New York,Atlanta,False
5187,2018-02-04,Toronto,Memphis,True
5188,2018-02-04,Okla City,LA Lakers,False
5189,2018-02-04,Phoenix,Charlotte,False
5190,2018-02-05,Detroit,Portland,True
5191,2018-02-05,Indiana,Washington,False
5192,2018-02-05,Miami,Orlando,False
5193,2018-02-05,New Orleans,Utah,False
5194,2018-02-05,Denver,Charlotte,True
5195,2018-02-05,Sacramento,Chicago,True
5196,2018-02-05,LA Clippers,Dallas,True
5197,2018-02-06,Orlando,Cleveland,True
5198,2018-02-06,Atlanta,Memphis,True
5199,2018-02-06,Brooklyn,Houston,False
5200,2018-02-06,New York,Milwaukee,False
5201,2018-02-06,Toronto,Boston,True
5202,2018-02-06,Philadelphia,Washington,True
5203,2018-02-06,Golden State,Okla City,False
5204,2018-02-06,LA Lakers,Phoenix,True
5205,2018-02-07,Detroit,Brooklyn,True
5206,2018-02-07,Miami,Houston,False
5207,2018-02-07,Cleveland,Minnesota,True
5208,2018-02-07,Memphis,Utah,False
5209,2018-02-07,Phoenix,San Antonio,False
5210,2018-02-08,Orlando,Atlanta,True
5211,2018-02-08,Toronto,New York,True
5212,2018-02-08,Washington,Boston,False
5213,2018-02-08,Portland,Charlotte,True
5214,2018-02-08,Golden State,Dallas,True
5215,2018-02-08,LA Lakers,Okla City,True
5216,2018-02-09,Detroit,LA Clippers,False
5217,2018-02-09,Philadelphia,New Orleans,True
5218,2018-02-09,Atlanta,Cleveland,False
5219,2018-02-09,Boston,Indiana,False
5220,2018-02-09,Houston,Denver,True
5221,2018-02-09,Miami,Milwaukee,True
5222,2018-02-09,Utah,Charlotte,True
5223,2018-02-09,Chicago,Minnesota,True
5224,2018-02-09,Sacramento,Portland,False
5225,2018-02-10,Brooklyn,New Orleans,False
5226,2018-02-10,Orlando,Milwaukee,False
5227,2018-02-10,Philadelphia,LA Clippers,True
5228,2018-02-10,Chicago,Washington,False
5229,2018-02-10,Dallas,LA Lakers,True
5230,2018-02-10,Golden State,San Antonio,True
5231,2018-02-10,Phoenix,Denver,False
5232,2018-02-11,Charlotte,Toronto,False
5233,2018-02-11,Atlanta,Detroit,True
5234,2018-02-11,Boston,Cleveland,False
5235,2018-02-11,Indiana,New York,True
5236,2018-02-11,Houston,Dallas,True
5237,2018-02-11,Minnesota,Sacramento,True
5238,2018-02-11,Okla City,Memphis,True
5239,2018-02-11,Portland,Utah,False
5240,2018-02-12,Detroit,New Orleans,False
5241,2018-02-12,Philadelphia,New York,True
5242,2018-02-12,Brooklyn,LA Clippers,False
5243,2018-02-12,Chicago,Orlando,True
5244,2018-02-12,Utah,San Antonio,True
5245,2018-02-12,Golden State,Phoenix,True
5246,2018-02-13,Toronto,Miami,True
5247,2018-02-13,Milwaukee,Atlanta,True
5248,2018-02-13,Minnesota,Houston,False
5249,2018-02-13,Okla City,Cleveland,False
5250,2018-02-13,Dallas,Sacramento,False
5251,2018-02-13,Denver,San Antonio,True
5252,2018-02-14,Detroit,Atlanta,True
5253,2018-02-14,Orlando,Charlotte,False
5254,2018-02-14,Philadelphia,Miami,True
5255,2018-02-14,Brooklyn,Indiana,False
5256,2018-02-14,New York,Washington,False
5257,2018-02-14,Boston,LA Clippers,False
5258,2018-02-14,Chicago,Toronto,False
5259,2018-02-14,Houston,Sacramento,True
5260,2018-02-14,Memphis,Okla City,False
5261,2018-02-14,New Orleans,LA Lakers,True
5262,2018-02-14,Utah,Phoenix,True
5263,2018-02-14,Portland,Golden State,True
5264,2018-02-15,Milwaukee,Denver,False
5265,2018-02-15,Minnesota,LA Lakers,True
5266,2018-02-22,Charlotte,Brooklyn,True
5267,2018-02-22,Orlando,New York,False
5268,2018-02-22,Chicago,Philadelphia,False
5269,2018-02-22,Cleveland,Washington,False
5270,2018-02-22,Sacramento,Okla City,False
5271,2018-02-22,Golden State,LA Clippers,True
5272,2018-02-23,Detroit,Boston,False
5273,2018-02-23,Indiana,Atlanta,True
5274,2018-02-23,Washington,Charlotte,False
5275,2018-02-23,Toronto,Milwaukee,False
5276,2018-02-23,Houston,Minnesota,True
